run,step,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/segmentation_loss,train/value_loss
20250415-154443-OldArticleGardenv4.2_0,16384,83.12999725341797,1.600000023841858,140.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,32768,79.0999984741211,1.5800000429153442,119.0,0.008148237131536007,0.0703125,0.20000000298023224,-2.6686747074127197,1.8596649169921875e-05,2.9999999242136255e-05,9.75241756439209,-0.0017489887541159987,1.5295344591140747,0.2721044719219208
20250415-154443-OldArticleGardenv4.2_0,49152,83.91999816894531,1.8200000524520874,113.0,0.006475160829722881,0.0509846992790699,0.20000000298023224,-2.6673035621643066,0.0001417994499206543,2.9999999242136255e-05,3.453268527984619,-0.0003394931845832616,0.5970785021781921,0.2936282753944397
20250415-154443-OldArticleGardenv4.2_0,65536,82.88999938964844,2.299999952316284,109.0,0.007157009094953537,0.0508626289665699,0.20000000298023224,-2.6564953327178955,0.00020557641983032227,2.9999999242136255e-05,1.3877986669540405,-0.0003124736831523478,0.2103421539068222,0.33416813611984253
20250415-154443-OldArticleGardenv4.2_0,81920,81.44999694824219,1.7000000476837158,107.0,0.006423041690140963,0.04937744140625,0.20000000298023224,-2.6370105743408203,0.004606962203979492,2.9999999242136255e-05,0.4125666320323944,-0.000621406827121973,0.07492438703775406,0.35736173391342163
20250415-154443-OldArticleGardenv4.2_0,98304,96.0,2.509999990463257,106.0,0.006426331587135792,0.0477294921875,0.20000000298023224,-2.6223673820495605,0.057268619537353516,2.9999999242136255e-05,0.2623807489871979,-0.0008224952616728842,0.026056630536913872,0.3372124135494232
20250415-154443-OldArticleGardenv4.2_0,114688,95.4800033569336,2.440000057220459,105.0,0.007743768859654665,0.0457967109978199,0.20000000298023224,-2.6089320182800293,0.10233128070831299,2.9999999242136255e-05,0.34164589643478394,-0.0014814137248322368,0.018363626673817635,0.40501055121421814
20250415-154443-OldArticleGardenv4.2_0,131072,90.31999969482422,2.4600000381469727,133.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,147456,95.5999984741211,2.619999885559082,112.0,0.008205361664295197,0.0321858711540699,0.20000000298023224,-2.582786798477173,0.1825832724571228,2.9999999242136255e-05,0.4223782420158386,-0.0014842792879790068,0.015444331802427769,0.4903346598148346
20250415-154443-OldArticleGardenv4.2_0,163840,87.81999969482422,2.180000066757202,108.0,0.007947603240609169,0.0394490547478199,0.20000000298023224,-2.562931537628174,0.21999138593673706,2.9999999242136255e-05,0.28655949234962463,-0.0013778911670669913,0.015570872463285923,0.4526916742324829
20250415-154443-OldArticleGardenv4.2_0,180224,95.16999816894531,2.6700000762939453,106.0,0.007872018963098526,0.0314534492790699,0.20000000298023224,-2.5408082008361816,0.12596160173416138,2.9999999242136255e-05,0.4445154666900635,-0.0017508981982246041,0.015304790809750557,0.4614987373352051
20250415-154443-OldArticleGardenv4.2_0,196608,95.33999633789062,2.740000009536743,101.0,0.005180475302040577,0.01881917379796505,0.20000000298023224,-2.543649435043335,0.18872159719467163,2.9999999242136255e-05,0.31680160760879517,0.0003295284113846719,0.015560322441160679,0.47133782505989075
20250415-154443-OldArticleGardenv4.2_0,212992,100.44000244140625,2.9200000762939453,99.0,0.009831229224801064,0.04473876953125,0.20000000298023224,-2.548532485961914,0.19560009241104126,2.9999999242136255e-05,0.36998242139816284,-0.0019075910095125437,0.015076374635100365,0.46393507719039917
20250415-154443-OldArticleGardenv4.2_0,229376,96.76000213623047,3.140000104904175,98.0,0.006376973818987608,0.01865641213953495,0.20000000298023224,-2.558863639831543,0.14653903245925903,2.9999999242136255e-05,0.25732487440109253,0.0005124873714521527,0.014961494132876396,0.47258615493774414
20250415-154443-OldArticleGardenv4.2_0,245760,94.0199966430664,2.869999885559082,143.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,262144,96.12000274658203,2.950000047683716,118.0,0.007106741890311241,0.02333577536046505,0.20000000298023224,-2.5293776988983154,0.21152335405349731,2.9999999242136255e-05,0.3257865309715271,-0.0010512520093470812,0.014759840443730354,0.5165770649909973
20250415-154443-OldArticleGardenv4.2_0,278528,97.31999969482422,3.0399999618530273,107.0,0.008181799203157425,0.02744547463953495,0.20000000298023224,-2.5151515007019043,0.2343398928642273,2.9999999242136255e-05,0.4671422839164734,-0.0009415782405994833,0.01500758808106184,0.5897151231765747
20250415-154443-OldArticleGardenv4.2_0,294912,98.30000305175781,2.940000057220459,102.0,0.0074171265587210655,0.02657063864171505,0.20000000298023224,-2.524564027786255,0.26568931341171265,2.9999999242136255e-05,0.3676667809486389,-0.0005852175527252257,0.014605914242565632,0.5088351368904114
20250415-154443-OldArticleGardenv4.2_0,311296,92.95999908447266,3.1600000858306885,102.0,0.0059775845147669315,0.01641845703125,0.20000000298023224,-2.525743007659912,0.2423572540283203,2.9999999242136255e-05,0.3610902726650238,-0.00040383479790762067,0.014749650843441486,0.5197216868400574
20250415-154443-OldArticleGardenv4.2_0,327680,94.69999694824219,2.6600000858306885,101.0,0.0077938297763466835,0.02541097067296505,0.20000000298023224,-2.5165834426879883,0.27011483907699585,2.9999999242136255e-05,0.3856601119041443,-0.001505071995779872,0.014889644458889961,0.5955031514167786
20250415-154443-OldArticleGardenv4.2_0,344064,99.37999725341797,2.9600000381469727,101.0,0.007379201240837574,0.01680501364171505,0.20000000298023224,-2.4965529441833496,0.2980853319168091,2.9999999242136255e-05,0.27574676275253296,-0.00018528294458519667,0.015262577682733536,0.5519133806228638
20250415-154443-OldArticleGardenv4.2_0,360448,91.91000366210938,2.859999895095825,137.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,376832,96.80000305175781,2.5399999618530273,114.0,0.006084979046136141,0.0355631522834301,0.20000000298023224,-2.4867560863494873,0.37738263607025146,2.9999999242136255e-05,0.39825013279914856,-0.0006423527956940234,0.01493716612458229,0.5069238543510437
20250415-154443-OldArticleGardenv4.2_0,393216,95.2300033569336,2.819999933242798,110.0,0.0075547704473137856,0.02298990823328495,0.20000000298023224,-2.4784600734710693,0.40200090408325195,2.9999999242136255e-05,0.49011358618736267,-0.0016010344261303544,0.014690486714243889,0.5189536213874817
20250415-154443-OldArticleGardenv4.2_0,409600,100.05000305175781,2.859999895095825,108.0,0.009698336943984032,0.04058837890625,0.20000000298023224,-2.4757206439971924,0.37331175804138184,2.9999999242136255e-05,0.46506744623184204,-0.0019826937932521105,0.015339843928813934,0.5043818354606628
20250415-154443-OldArticleGardenv4.2_0,425984,96.72000122070312,3.119999885559082,105.0,0.005756731610745192,0.015380859375,0.20000000298023224,-2.475393772125244,0.34108781814575195,2.9999999242136255e-05,0.28287482261657715,-1.4755317351955455e-05,0.01484703179448843,0.5376622676849365
20250415-154443-OldArticleGardenv4.2_0,442368,96.77999877929688,2.700000047683716,101.0,0.007773385848850012,0.02791341207921505,0.20000000298023224,-2.490076780319214,0.3793749213218689,2.9999999242136255e-05,0.38659149408340454,-0.0013470090925693512,0.014559425413608551,0.5738682150840759
20250415-154443-OldArticleGardenv4.2_0,458752,90.77999877929688,2.390000104904175,100.0,0.007961477153003216,0.0340983085334301,0.20000000298023224,-2.5101394653320312,0.438947856426239,2.9999999242136255e-05,0.30566078424453735,-0.0018890363862738013,0.014562799595296383,0.4951154589653015
20250415-154443-OldArticleGardenv4.2_0,475136,92.30000305175781,2.5199999809265137,130.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,491520,98.27999877929688,2.630000114440918,112.0,0.005712389480322599,0.0189208984375,0.20000000298023224,-2.4857394695281982,0.4193679690361023,2.9999999242136255e-05,0.3819674253463745,-0.0012654029997065663,0.014158063568174839,0.5008248686790466
20250415-154443-OldArticleGardenv4.2_0,507904,100.37000274658203,3.1600000858306885,107.0,0.007976621389389038,0.03006998635828495,0.20000000298023224,-2.462338924407959,0.40358489751815796,2.9999999242136255e-05,0.3552917540073395,-0.0017323594074696302,0.01487057190388441,0.45405417680740356
20250415-154443-OldArticleGardenv4.2_0,524288,98.58999633789062,3.049999952316284,106.0,0.009567253291606903,0.0323689766228199,0.20000000298023224,-2.4571259021759033,0.3643578290939331,2.9999999242136255e-05,0.4428960382938385,-0.0014625329058617353,0.014637601561844349,0.5065252184867859
20250415-154443-OldArticleGardenv4.2_0,540672,99.76000213623047,2.9800000190734863,105.0,0.005366823170334101,0.01129150390625,0.20000000298023224,-2.4692537784576416,0.4321175217628479,2.9999999242136255e-05,0.45022207498550415,-6.95424314471893e-05,0.015231567434966564,0.507574200630188
20250415-154443-OldArticleGardenv4.2_0,557056,104.5,3.0,104.0,0.0040819160640239716,0.0075887045823037624,0.20000000298023224,-2.481435537338257,0.4061564803123474,2.9999999242136255e-05,0.28780341148376465,0.0003335693327244371,0.01461346447467804,0.5375587940216064
20250415-154443-OldArticleGardenv4.2_0,573440,98.7300033569336,3.0199999809265137,103.0,0.009783273562788963,0.0355428047478199,0.20000000298023224,-2.4697554111480713,0.43385088443756104,2.9999999242136255e-05,0.42311376333236694,-0.0021685899700969458,0.014076638035476208,0.49323412775993347
20250415-154443-OldArticleGardenv4.2_0,589824,102.45999908447266,3.559999942779541,141.0,,,,,,,,,,
20250415-154443-OldArticleGardenv4.2_0,606208,95.80000305175781,2.4200000762939453,118.0,0.007410295307636261,0.013651530258357525,0.20000000298023224,-2.4687654972076416,0.4086765646934509,2.9999999242136255e-05,0.3702065348625183,-0.0002677052398212254,0.015569196082651615,0.530340313911438
20250415-154443-OldArticleGardenv4.2_0,622592,96.7699966430664,2.8399999141693115,111.0,0.008820129558444023,0.0279541015625,0.20000000298023224,-2.460264205932617,0.49498993158340454,2.9999999242136255e-05,0.29540151357650757,-0.0017984170699492097,0.015095104463398457,0.516782820224762
