run,step,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/segmentation_loss,train/value_loss
20250323-171342-SaveDegreeBillionv3.1_0,8192,79.2300033569336,1.4600000381469727,147.0,,,,,,,,,,
20250323-171342-SaveDegreeBillionv3.1_0,16384,89.02999877929688,2.3399999141693115,84.0,0.015987101942300797,0.25823974609375,0.20000000298023224,-2.6670339107513428,-8.58306884765625e-05,9.999999747378752e-05,-0.1773625761270523,-0.2814573049545288,0.019593093544244766,0.2101658582687378
20250323-171342-SaveDegreeBillionv3.1_0,24576,83.31999969482422,1.6799999475479126,74.0,0.012240076437592506,0.15235595405101776,0.20000000298023224,-2.672818183898926,0.04064369201660156,9.999999747378752e-05,-0.15163245797157288,-0.33175399899482727,0.012346438132226467,0.32651594281196594
20250323-171342-SaveDegreeBillionv3.1_0,32768,85.0199966430664,2.059999942779541,73.0,0.012163231149315834,0.07318115234375,0.20000000298023224,-2.665562868118286,-0.027706623077392578,9.999999747378752e-05,-0.0005120234563946724,-0.10051356256008148,0.010242016054689884,0.25446808338165283
20250323-171342-SaveDegreeBillionv3.1_0,40960,91.69000244140625,2.299999952316284,73.0,0.01224912516772747,0.07191161811351776,0.20000000298023224,-2.6392924785614014,0.09989845752716064,9.999999747378752e-05,0.016387751325964928,-0.13415049016475677,0.01074644923210144,0.32098105549812317
20250323-171342-SaveDegreeBillionv3.1_0,49152,87.2300033569336,2.3499999046325684,72.0,0.011197464540600777,0.08579101413488388,0.20000000298023224,-2.6073784828186035,0.07383590936660767,9.999999747378752e-05,-0.007028505206108093,-0.11847344785928726,0.010957886464893818,0.3272850215435028
20250323-171342-SaveDegreeBillionv3.1_0,57344,90.16999816894531,2.299999952316284,72.0,0.008443757891654968,0.02968749962747097,0.20000000298023224,-2.6071884632110596,0.1555688977241516,9.999999747378752e-05,0.01642928272485733,-0.0920448824763298,0.010940861888229847,0.35364747047424316
20250323-171342-SaveDegreeBillionv3.1_0,65536,100.5199966430664,2.809999942779541,72.0,0.010265175253152847,0.07628174126148224,0.20000000298023224,-2.5881171226501465,0.07630491256713867,9.999999747378752e-05,0.038412872701883316,-0.07135123014450073,0.011616515927016735,0.40471428632736206
20250323-171342-SaveDegreeBillionv3.1_0,73728,95.0999984741211,2.319999933242798,71.0,0.009050953201949596,0.07943115383386612,0.20000000298023224,-2.550914764404297,0.1422407627105713,9.999999747378752e-05,0.012016454711556435,-0.09879881143569946,0.012060335837304592,0.420157253742218
20250323-171342-SaveDegreeBillionv3.1_0,81920,92.55000305175781,2.7200000286102295,71.0,0.010097948834300041,0.08385010063648224,0.20000000298023224,-2.556032180786133,0.21835869550704956,9.999999747378752e-05,0.12468836456537247,0.020124079659581184,0.012035096995532513,0.38617417216300964
20250323-171342-SaveDegreeBillionv3.1_0,90112,95.36000061035156,3.240000009536743,71.0,0.01570221036672592,0.13413086533546448,0.20000000298023224,-2.512319803237915,0.11940306425094604,9.999999747378752e-05,0.05210346728563309,-0.061604052782058716,0.011312157846987247,0.3657298982143402
20250323-171342-SaveDegreeBillionv3.1_0,98304,92.5199966430664,2.640000104904175,71.0,0.018688201904296875,0.18903808295726776,0.20000000298023224,-2.473686933517456,0.15389394760131836,9.999999747378752e-05,0.0199037604033947,-0.1900266408920288,0.01184480544179678,0.5013148784637451
20250323-171342-SaveDegreeBillionv3.1_0,106496,99.02999877929688,3.119999885559082,71.0,0.026032110676169395,0.24254150688648224,0.20000000298023224,-2.4406375885009766,0.15456116199493408,9.999999747378752e-05,0.16090762615203857,-0.03814810886979103,0.011293455958366394,0.4322555661201477
20250323-171342-SaveDegreeBillionv3.1_0,114688,92.7300033569336,2.690000057220459,149.0,,,,,,,,,,
20250323-171342-SaveDegreeBillionv3.1_0,122880,91.45999908447266,2.9100000858306885,96.0,0.02995257079601288,0.2867431640625,0.20000000298023224,-2.384432554244995,0.14510196447372437,9.999999747378752e-05,0.15938366949558258,-0.019254662096500397,0.011891437694430351,0.4516317546367645
20250323-171342-SaveDegreeBillionv3.1_0,131072,91.22000122070312,2.6700000762939453,85.0,0.027091018855571747,0.2911743223667145,0.20000000298023224,-2.369067668914795,0.2080865502357483,9.999999747378752e-05,0.0853690654039383,-0.0391935370862484,0.011540080420672894,0.47287270426750183
20250323-171342-SaveDegreeBillionv3.1_0,139264,91.54000091552734,2.6500000953674316,82.0,0.030100537464022636,0.2905639708042145,0.20000000298023224,-2.3414435386657715,0.250846803188324,9.999999747378752e-05,0.22062458097934723,-0.005265104118734598,0.011036590673029423,0.47341570258140564
20250323-171342-SaveDegreeBillionv3.1_0,147456,91.94000244140625,2.299999952316284,79.0,0.03239208459854126,0.31898194551467896,0.20000000298023224,-2.3094210624694824,0.24615073204040527,9.999999747378752e-05,0.20048893988132477,0.0632278099656105,0.011238252744078636,0.49620774388313293
20250323-171342-SaveDegreeBillionv3.1_0,155648,92.80000305175781,2.9700000286102295,77.0,0.03307163342833519,0.3152221739292145,0.20000000298023224,-2.298323154449463,0.2686898708343506,9.999999747378752e-05,0.1954137533903122,0.061801910400390625,0.01141297910362482,0.4644910991191864
20250323-171342-SaveDegreeBillionv3.1_0,163840,94.76000213623047,3.309999942779541,77.0,0.03385429456830025,0.33995360136032104,0.20000000298023224,-2.258091688156128,0.2111598253250122,9.999999747378752e-05,0.10294897854328156,-0.07121764868497849,0.0110803646966815,0.5266620516777039
20250323-171342-SaveDegreeBillionv3.1_0,172032,97.76000213623047,2.75,76.0,0.0377153716981411,0.33967286348342896,0.20000000298023224,-2.2305636405944824,0.1864568591117859,9.999999747378752e-05,0.05100962892174721,-0.12372101098299026,0.01193972211331129,0.562282383441925
20250323-171342-SaveDegreeBillionv3.1_0,180224,91.30999755859375,2.309999942779541,76.0,0.04213899374008179,0.38959962129592896,0.20000000298023224,-2.2064905166625977,0.28608691692352295,9.999999747378752e-05,0.08394773304462433,-0.027768449857831,0.011563650332391262,0.4142465591430664
20250323-171342-SaveDegreeBillionv3.1_0,188416,95.2699966430664,2.9100000858306885,75.0,0.05255349725484848,0.4337524473667145,0.20000000298023224,-2.173840284347534,0.10826271772384644,9.999999747378752e-05,0.10131955146789551,-0.014588828198611736,0.01099778525531292,0.34879446029663086
