run,step,rollout/ep_len_mean,rollout/ep_rew_mean,time/fps,train/approx_kl,train/clip_fraction,train/clip_range,train/entropy_loss,train/explained_variance,train/learning_rate,train/loss,train/policy_gradient_loss,train/value_loss
20250317-110955-CareerOptionProjectv3.1_0,20000,68.54000091552734,0.9599999785423279,143.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,40000,85.26000213623047,1.3300000429153442,131.0,0.020298808813095093,0.24946922063827515,0.20000000298023224,-2.630871534347534,-2.9802322387695312e-05,0.0003000000142492354,-0.14788441359996796,-0.2725427746772766,0.20063136518001556
20250317-110955-CareerOptionProjectv3.1_0,60000,83.66000366210938,1.6399999856948853,128.0,0.009515149518847466,0.1286325603723526,0.20000000298023224,-2.643054962158203,0.03378283977508545,0.0003000000142492354,-0.24585089087486267,-0.28073543310165405,0.25121885538101196
20250317-110955-CareerOptionProjectv3.1_0,80000,83.83999633789062,1.7000000476837158,126.0,0.008655590936541557,0.11229432374238968,0.20000000298023224,-2.650240659713745,0.08096927404403687,0.0003000000142492354,-0.08005750924348831,-0.2542963922023773,0.27671998739242554
20250317-110955-CareerOptionProjectv3.1_0,100000,87.05000305175781,2.0999999046325684,125.0,0.008944598957896233,0.10113123804330826,0.20000000298023224,-2.6243691444396973,0.024245798587799072,0.0003000000142492354,-0.11836259067058563,-0.23337917029857635,0.37815436720848083
20250317-110955-CareerOptionProjectv3.1_0,120000,93.9000015258789,2.380000114440918,140.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,140000,92.7699966430664,2.2699999809265137,132.0,0.008750736713409424,0.0823381096124649,0.20000000298023224,-2.610307216644287,0.09638482332229614,0.0003000000142492354,0.008914828300476074,-0.2278784066438675,0.45173296332359314
20250317-110955-CareerOptionProjectv3.1_0,160000,91.66999816894531,2.2899999618530273,129.0,0.006421209778636694,0.051618896424770355,0.20000000298023224,-2.6006386280059814,0.08950895071029663,0.0003000000142492354,0.1198478639125824,-0.12079942971467972,0.4672437310218811
20250317-110955-CareerOptionProjectv3.1_0,180000,92.22000122070312,2.7899999618530273,126.0,0.0073838368989527225,0.05355957895517349,0.20000000298023224,-2.581350088119507,0.12397581338882446,0.0003000000142492354,-0.11655041575431824,-0.12330763041973114,0.44419607520103455
20250317-110955-CareerOptionProjectv3.1_0,200000,95.55999755859375,2.8299999237060547,125.0,0.006639338564127684,0.04271164909005165,0.20000000298023224,-2.5604426860809326,0.2814638614654541,0.0003000000142492354,-0.016667962074279785,-0.14624184370040894,0.4950063228607178
20250317-110955-CareerOptionProjectv3.1_0,220000,88.83999633789062,2.440000057220459,147.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,240000,96.37999725341797,2.6700000762939453,136.0,0.007364977151155472,0.06180334463715553,0.20000000298023224,-2.57403564453125,0.24421435594558716,0.0003000000142492354,-0.18015486001968384,-0.07394719123840332,0.5161460041999817
20250317-110955-CareerOptionProjectv3.1_0,260000,93.12999725341797,2.5799999237060547,127.0,0.006968801841139793,0.06948314607143402,0.20000000298023224,-2.5687453746795654,0.22738879919052124,0.0003000000142492354,0.23121774196624756,-0.023464182391762733,0.4981508255004883
20250317-110955-CareerOptionProjectv3.1_0,280000,95.56999969482422,2.75,126.0,0.007928228937089443,0.06845474988222122,0.20000000298023224,-2.5718629360198975,0.2745892405509949,0.0003000000142492354,0.2642582952976227,0.010588041506707668,0.46947401762008667
20250317-110955-CareerOptionProjectv3.1_0,300000,93.69000244140625,3.069999933242798,125.0,0.006858344189822674,0.05385814607143402,0.20000000298023224,-2.5664360523223877,0.28656816482543945,0.0003000000142492354,0.1945279836654663,-0.0002365054824622348,0.48332664370536804
20250317-110955-CareerOptionProjectv3.1_0,320000,91.69000244140625,2.369999885559082,154.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,340000,94.87000274658203,2.9100000858306885,135.0,0.007227791473269463,0.06319665908813477,0.20000000298023224,-2.5252156257629395,0.2826434373855591,0.0003000000142492354,0.2910335958003998,-0.012802676297724247,0.46244117617607117
20250317-110955-CareerOptionProjectv3.1_0,360000,91.94000244140625,2.559999942779541,131.0,0.005936420988291502,0.03360535949468613,0.20000000298023224,-2.5276665687561035,0.18455058336257935,0.0003000000142492354,0.2491004317998886,-0.08734455704689026,0.5236537456512451
20250317-110955-CareerOptionProjectv3.1_0,380000,95.54000091552734,2.9000000953674316,130.0,0.008475259877741337,0.06289809197187424,0.20000000298023224,-2.5183207988739014,0.19620299339294434,0.0003000000142492354,-0.19587716460227966,-0.08219389617443085,0.4735414683818817
20250317-110955-CareerOptionProjectv3.1_0,400000,92.73999786376953,2.9000000953674316,129.0,0.0078279422596097,0.06900212168693542,0.20000000298023224,-2.484778642654419,0.22052305936813354,0.0003000000142492354,0.1418578326702118,-0.0430574044585228,0.5112216472625732
20250317-110955-CareerOptionProjectv3.1_0,420000,99.55999755859375,3.259999990463257,149.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,440000,97.94000244140625,3.25,137.0,0.006983957253396511,0.05836982652544975,0.20000000298023224,-2.4419591426849365,0.23271864652633667,0.0003000000142492354,-0.17261242866516113,-0.11769358813762665,0.5703948140144348
20250317-110955-CareerOptionProjectv3.1_0,460000,91.69999694824219,2.6600000858306885,133.0,0.007140742614865303,0.06177017092704773,0.20000000298023224,-2.411576986312866,0.2281983494758606,0.0003000000142492354,0.13694089651107788,-0.04770714417099953,0.5656973719596863
20250317-110955-CareerOptionProjectv3.1_0,480000,98.51000213623047,3.5,134.0,0.007256525568664074,0.052348725497722626,0.20000000298023224,-2.41090989112854,0.2704465389251709,0.0003000000142492354,0.5449264049530029,-0.003031611442565918,0.5564202666282654
20250317-110955-CareerOptionProjectv3.1_0,500000,94.97000122070312,2.559999942779541,133.0,0.007929949089884758,0.060891054570674896,0.20000000298023224,-2.4102063179016113,0.2927842140197754,0.0003000000142492354,0.16340503096580505,-0.005668960977345705,0.5445690751075745
20250317-110955-CareerOptionProjectv3.1_0,520000,99.43000030517578,2.809999942779541,157.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,540000,95.33999633789062,2.809999942779541,139.0,0.007284590508788824,0.05375862494111061,0.20000000298023224,-2.386016607284546,0.3097779154777527,0.0003000000142492354,0.20832961797714233,-0.025605453178286552,0.4705691933631897
20250317-110955-CareerOptionProjectv3.1_0,560000,94.77999877929688,2.7200000286102295,133.0,0.006730479188263416,0.05382497236132622,0.20000000298023224,-2.3494813442230225,0.31898146867752075,0.0003000000142492354,0.051387786865234375,-0.014086301438510418,0.4840124249458313
20250317-110955-CareerOptionProjectv3.1_0,580000,99.0,3.0,129.0,0.007734209299087524,0.058071259409189224,0.20000000298023224,-2.369438409805298,0.34213846921920776,0.0003000000142492354,0.026884913444519043,0.019742436707019806,0.43418028950691223
20250317-110955-CareerOptionProjectv3.1_0,600000,92.16999816894531,3.1500000953674316,129.0,0.005702973809093237,0.04614517092704773,0.20000000298023224,-2.338222026824951,0.38258248567581177,0.0003000000142492354,-0.1527743935585022,-0.0575670525431633,0.4288477599620819
20250317-110955-CareerOptionProjectv3.1_0,620000,98.31999969482422,3.140000104904175,155.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,640000,100.05000305175781,3.190000057220459,143.0,0.0075087943114340305,0.046393975615501404,0.20000000298023224,-2.3347911834716797,0.2927228808403015,0.0003000000142492354,-0.01532505452632904,-0.043469514697790146,0.523087739944458
20250317-110955-CareerOptionProjectv3.1_0,660000,97.72000122070312,3.0299999713897705,129.0,0.006160447373986244,0.039211783558130264,0.20000000298023224,-2.3377978801727295,0.3412572145462036,0.0003000000142492354,0.08433276414871216,-0.0508730411529541,0.49977001547813416
20250317-110955-CareerOptionProjectv3.1_0,680000,96.80000305175781,3.1700000762939453,129.0,0.007879004813730717,0.05415671318769455,0.20000000298023224,-2.3410122394561768,0.3130990266799927,0.0003000000142492354,-0.2213035225868225,-0.08076165616512299,0.5308229923248291
20250317-110955-CareerOptionProjectv3.1_0,700000,98.20999908447266,2.700000047683716,129.0,0.006862161215394735,0.04876592382788658,0.20000000298023224,-2.3363301753997803,0.4188199043273926,0.0003000000142492354,0.0646405965089798,-0.03602498769760132,0.5164957046508789
20250317-110955-CareerOptionProjectv3.1_0,720000,98.91999816894531,2.940000057220459,153.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,740000,100.31999969482422,3.2100000381469727,146.0,0.006278896238654852,0.05627985671162605,0.20000000298023224,-2.3293862342834473,0.3765813708305359,0.0003000000142492354,0.23024597764015198,-0.0344521626830101,0.4830629825592041
20250317-110955-CareerOptionProjectv3.1_0,760000,100.54000091552734,3.619999885559082,142.0,0.006684321444481611,0.05488654598593712,0.20000000298023224,-2.331275701522827,0.31921476125717163,0.0003000000142492354,0.06431713700294495,-0.1050829142332077,0.5707727670669556
20250317-110955-CareerOptionProjectv3.1_0,780000,103.16999816894531,3.630000114440918,139.0,0.006357975769788027,0.05229896679520607,0.20000000298023224,-2.318392038345337,0.3058360815048218,0.0003000000142492354,0.27597594261169434,-0.1312294751405716,0.5434021949768066
20250317-110955-CareerOptionProjectv3.1_0,800000,96.11000061035156,2.8299999237060547,135.0,0.007043111138045788,0.054936304688453674,0.20000000298023224,-2.349294662475586,0.3082326054573059,0.0003000000142492354,0.07573378086090088,-0.07810720801353455,0.5288180112838745
20250317-110955-CareerOptionProjectv3.1_0,820000,100.70999908447266,3.369999885559082,170.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,840000,99.08000183105469,3.680000066757202,152.0,0.0069076125510036945,0.059945594519376755,0.20000000298023224,-2.3308632373809814,0.3214796781539917,0.0003000000142492354,0.4076196253299713,-0.11007051914930344,0.6218620538711548
20250317-110955-CareerOptionProjectv3.1_0,860000,98.30000305175781,3.0,148.0,0.006784458644688129,0.06014464050531387,0.20000000298023224,-2.308311939239502,0.3522683382034302,0.0003000000142492354,0.13191604614257812,-0.06575783342123032,0.5955954194068909
20250317-110955-CareerOptionProjectv3.1_0,880000,95.05999755859375,2.6600000858306885,144.0,0.008268941193819046,0.07399482280015945,0.20000000298023224,-2.279597520828247,0.42835313081741333,0.0003000000142492354,0.1593448966741562,0.019637903198599815,0.5001277327537537
20250317-110955-CareerOptionProjectv3.1_0,900000,100.0,3.4200000762939453,141.0,0.0073500326834619045,0.06802348792552948,0.20000000298023224,-2.288119316101074,0.39293044805526733,0.0003000000142492354,0.05605335533618927,0.03269663453102112,0.5048338174819946
20250317-110955-CareerOptionProjectv3.1_0,920000,93.05000305175781,3.190000057220459,152.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,940000,97.44999694824219,3.2699999809265137,132.0,0.006776584777981043,0.05561637505888939,0.20000000298023224,-2.2790589332580566,0.39797937870025635,0.0003000000142492354,0.09494584798812866,0.01644594967365265,0.4941529631614685
20250317-110955-CareerOptionProjectv3.1_0,960000,98.44999694824219,3.319999933242798,126.0,0.006164906080812216,0.06027733534574509,0.20000000298023224,-2.2689707279205322,0.33721572160720825,0.0003000000142492354,0.36082684993743896,0.05705217644572258,0.49259698390960693
20250317-110955-CareerOptionProjectv3.1_0,980000,100.61000061035156,3.2100000381469727,125.0,0.0074030812829732895,0.05916600301861763,0.20000000298023224,-2.2985610961914062,0.35261428356170654,0.0003000000142492354,0.36306869983673096,0.041446883231401443,0.4831628203392029
20250317-110955-CareerOptionProjectv3.1_0,1000000,95.5,2.9800000190734863,126.0,0.007098725065588951,0.057142384350299835,0.20000000298023224,-2.295043706893921,0.31353962421417236,0.0003000000142492354,0.1492118388414383,-0.03540965914726257,0.5497270822525024
20250317-110955-CareerOptionProjectv3.1_0,1020000,98.80000305175781,3.190000057220459,157.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1040000,98.0999984741211,3.259999990463257,143.0,0.006709033623337746,0.055782243609428406,0.20000000298023224,-2.2891783714294434,0.39606451988220215,0.0003000000142492354,0.13328908383846283,-0.04430976137518883,0.5575376749038696
20250317-110955-CareerOptionProjectv3.1_0,1060000,99.68000030517578,3.0199999809265137,141.0,0.006394706666469574,0.052348725497722626,0.20000000298023224,-2.31427264213562,0.44177037477493286,0.0003000000142492354,-0.02850036323070526,-0.04274602234363556,0.46711382269859314
20250317-110955-CareerOptionProjectv3.1_0,1080000,97.0999984741211,2.7300000190734863,136.0,0.0074064829386770725,0.07474124431610107,0.20000000298023224,-2.307997703552246,0.41144484281539917,0.0003000000142492354,0.36874669790267944,-0.042860954999923706,0.4576452076435089
20250317-110955-CareerOptionProjectv3.1_0,1100000,93.63999938964844,3.119999885559082,133.0,0.006464093923568726,0.06002853065729141,0.20000000298023224,-2.296264171600342,0.38671791553497314,0.0003000000142492354,0.03977181762456894,-0.010366957634687424,0.4863145053386688
20250317-110955-CareerOptionProjectv3.1_0,1120000,96.3499984741211,2.75,147.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1140000,98.70999908447266,3.1600000858306885,138.0,0.007197396829724312,0.06731024384498596,0.20000000298023224,-2.2814929485321045,0.44470322132110596,0.0003000000142492354,0.03462895005941391,0.004660163540393114,0.4959629774093628
20250317-110955-CareerOptionProjectv3.1_0,1160000,103.37999725341797,3.359999895095825,134.0,0.006761644966900349,0.06593351811170578,0.20000000298023224,-2.2729997634887695,0.4558398127555847,0.0003000000142492354,0.19542647898197174,-0.026160195469856262,0.47344404458999634
20250317-110955-CareerOptionProjectv3.1_0,1180000,93.91000366210938,2.690000057220459,133.0,0.0072928257286548615,0.07112526893615723,0.20000000298023224,-2.2447404861450195,0.5279306173324585,0.0003000000142492354,0.13590142130851746,-0.05404704809188843,0.4739852249622345
20250317-110955-CareerOptionProjectv3.1_0,1200000,93.22000122070312,2.619999885559082,133.0,0.008202011696994305,0.07430998235940933,0.20000000298023224,-2.244339942932129,0.5168496370315552,0.0003000000142492354,0.14135605096817017,0.004212610423564911,0.47187569737434387
20250317-110955-CareerOptionProjectv3.1_0,1220000,101.7699966430664,3.180000066757202,162.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1240000,94.68000030517578,2.930000066757202,144.0,0.00879538431763649,0.08694931119680405,0.20000000298023224,-2.277656316757202,0.4620018005371094,0.0003000000142492354,0.013793908059597015,-0.03343915566802025,0.505644679069519
20250317-110955-CareerOptionProjectv3.1_0,1260000,92.77999877929688,2.5399999618530273,142.0,0.007393645588308573,0.0750398114323616,0.20000000298023224,-2.281492233276367,0.4603602886199951,0.0003000000142492354,-0.1110227108001709,-0.06419318169355392,0.46942001581192017
20250317-110955-CareerOptionProjectv3.1_0,1280000,97.63999938964844,3.140000104904175,139.0,0.008794679306447506,0.10088243335485458,0.20000000298023224,-2.2739980220794678,0.4312363266944885,0.0003000000142492354,0.16571646928787231,0.006830212660133839,0.4730125069618225
20250317-110955-CareerOptionProjectv3.1_0,1300000,98.04000091552734,2.890000104904175,136.0,0.008271414786577225,0.08354896306991577,0.20000000298023224,-2.2491095066070557,0.3946536183357239,0.0003000000142492354,-0.14617952704429626,-0.06046336144208908,0.5317110419273376
20250317-110955-CareerOptionProjectv3.1_0,1320000,96.01000213623047,2.859999895095825,151.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1340000,104.0,3.549999952316284,137.0,0.010277634486556053,0.10595806688070297,0.20000000298023224,-2.229557991027832,0.51725172996521,0.0003000000142492354,0.10138703882694244,-0.04281150549650192,0.5368784070014954
20250317-110955-CareerOptionProjectv3.1_0,1360000,94.75,2.7699999809265137,133.0,0.010521843098104,0.1051618903875351,0.20000000298023224,-2.2163679599761963,0.5023775100708008,0.0003000000142492354,-0.0921267569065094,-0.08523406088352203,0.5005285739898682
20250317-110955-CareerOptionProjectv3.1_0,1380000,101.1500015258789,3.2699999809265137,131.0,0.009709777310490608,0.1072850301861763,0.20000000298023224,-2.186556339263916,0.49689894914627075,0.0003000000142492354,0.10721811652183533,0.057749394327402115,0.5522811412811279
20250317-110955-CareerOptionProjectv3.1_0,1400000,104.91000366210938,3.109999895095825,129.0,0.008755961433053017,0.09373341500759125,0.20000000298023224,-2.1842284202575684,0.5529572367668152,0.0003000000142492354,0.35382503271102905,-0.024526819586753845,0.5623142123222351
20250317-110955-CareerOptionProjectv3.1_0,1420000,97.06999969482422,2.6600000858306885,145.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1440000,102.61000061035156,3.369999885559082,135.0,0.009918376803398132,0.1005672737956047,0.20000000298023224,-2.182508707046509,0.5920635461807251,0.0003000000142492354,-0.037269383668899536,0.014545544050633907,0.5130037665367126
20250317-110955-CareerOptionProjectv3.1_0,1460000,98.51000213623047,3.5299999713897705,131.0,0.01155895460397005,0.12388867139816284,0.20000000298023224,-2.1713621616363525,0.5772718787193298,0.0003000000142492354,-0.06015142798423767,-0.016254011541604996,0.4688059985637665
20250317-110955-CareerOptionProjectv3.1_0,1480000,97.58999633789062,3.0299999713897705,129.0,0.00958108901977539,0.1113986223936081,0.20000000298023224,-2.1744704246520996,0.5414608716964722,0.0003000000142492354,0.14445921778678894,-0.06636589765548706,0.5647315382957458
20250317-110955-CareerOptionProjectv3.1_0,1500000,99.1500015258789,3.369999885559082,128.0,0.012254108674824238,0.13598062098026276,0.20000000298023224,-2.1436684131622314,0.46043211221694946,0.0003000000142492354,0.16341422498226166,0.030307665467262268,0.5401830673217773
20250317-110955-CareerOptionProjectv3.1_0,1520000,93.25,2.7799999713897705,155.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1540000,96.61000061035156,3.309999942779541,139.0,0.013168510049581528,0.15427614748477936,0.20000000298023224,-2.115374803543091,0.4641207456588745,0.0003000000142492354,0.42110806703567505,0.015096834860742092,0.5465871095657349
20250317-110955-CareerOptionProjectv3.1_0,1560000,104.0199966430664,3.690000057220459,134.0,0.013462895527482033,0.1453191339969635,0.20000000298023224,-2.0943515300750732,0.4035593271255493,0.0003000000142492354,0.1940607726573944,-0.06054365262389183,0.6050326824188232
20250317-110955-CareerOptionProjectv3.1_0,1580000,96.76000213623047,3.0,132.0,0.015078992582857609,0.15641586482524872,0.20000000298023224,-2.1080482006073,0.4681240916252136,0.0003000000142492354,0.2854689955711365,-0.043674763292074203,0.5564262866973877
20250317-110955-CareerOptionProjectv3.1_0,1600000,99.62999725341797,3.130000114440918,131.0,0.015217700973153114,0.1495322436094284,0.20000000298023224,-2.111711263656616,0.5520470142364502,0.0003000000142492354,0.14335475862026215,0.026067102327942848,0.5115926265716553
20250317-110955-CareerOptionProjectv3.1_0,1620000,99.06999969482422,3.259999990463257,153.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1640000,107.87999725341797,4.130000114440918,142.0,0.01533026434481144,0.15684713423252106,0.20000000298023224,-2.0876235961914062,0.47243738174438477,0.0003000000142492354,0.08602075278759003,0.03180031478404999,0.5976590514183044
20250317-110955-CareerOptionProjectv3.1_0,1660000,100.37999725341797,3.2799999713897705,138.0,0.017027342692017555,0.15712910890579224,0.20000000298023224,-2.048006534576416,0.44163674116134644,0.0003000000142492354,-0.3503125011920929,-0.0648365393280983,0.6972863674163818
20250317-110955-CareerOptionProjectv3.1_0,1680000,96.72000122070312,3.3299999237060547,137.0,0.015416834503412247,0.1510084867477417,0.20000000298023224,-2.0249831676483154,0.43377602100372314,0.0003000000142492354,0.3089800775051117,0.014692998491227627,0.5954083800315857
20250317-110955-CareerOptionProjectv3.1_0,1700000,106.26000213623047,3.890000104904175,136.0,0.01717267744243145,0.15014596283435822,0.20000000298023224,-1.9827537536621094,0.5398849248886108,0.0003000000142492354,0.20868200063705444,0.030945802107453346,0.5832294821739197
20250317-110955-CareerOptionProjectv3.1_0,1720000,100.08999633789062,3.440000057220459,149.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1740000,104.66999816894531,3.4000000953674316,134.0,0.014760684221982956,0.14236663281917572,0.20000000298023224,-1.9890261888504028,0.5694026350975037,0.0003000000142492354,0.09986754506826401,0.0417853482067585,0.6002035737037659
20250317-110955-CareerOptionProjectv3.1_0,1760000,100.95999908447266,3.4100000858306885,135.0,0.015965616330504417,0.14621484279632568,0.20000000298023224,-1.9371695518493652,0.542104959487915,0.0003000000142492354,0.17658117413520813,0.024967869743704796,0.6002991199493408
20250317-110955-CareerOptionProjectv3.1_0,1780000,97.47000122070312,3.2799999713897705,134.0,0.01832478493452072,0.15749402344226837,0.20000000298023224,-1.9433881044387817,0.5233128070831299,0.0003000000142492354,-0.042080849409103394,-0.003979415167123079,0.5773501992225647
20250317-110955-CareerOptionProjectv3.1_0,1800000,102.88999938964844,3.680000066757202,132.0,0.017466850578784943,0.1490180492401123,0.20000000298023224,-1.9235471487045288,0.5308286547660828,0.0003000000142492354,0.20593726634979248,0.010713553056120872,0.7101715207099915
20250317-110955-CareerOptionProjectv3.1_0,1820000,109.29000091552734,3.809999942779541,161.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1840000,102.81999969482422,3.6600000858306885,149.0,0.01863916963338852,0.167214035987854,0.20000000298023224,-1.9078651666641235,0.5172674655914307,0.0003000000142492354,0.12813913822174072,0.0012142122723162174,0.6437460780143738
20250317-110955-CareerOptionProjectv3.1_0,1860000,99.9000015258789,3.5899999141693115,145.0,0.01792880892753601,0.1395965963602066,0.20000000298023224,-1.8697106838226318,0.5507612228393555,0.0003000000142492354,0.05960366129875183,-0.03132358193397522,0.6279320120811462
20250317-110955-CareerOptionProjectv3.1_0,1880000,107.9800033569336,4.079999923706055,141.0,0.019054124131798744,0.14609873294830322,0.20000000298023224,-1.8514786958694458,0.5641441941261292,0.0003000000142492354,0.11752481758594513,0.027054546400904655,0.6080363988876343
20250317-110955-CareerOptionProjectv3.1_0,1900000,100.44999694824219,3.319999933242798,141.0,0.02122955583035946,0.15127389132976532,0.20000000298023224,-1.8366066217422485,0.5907745361328125,0.0003000000142492354,0.2761017382144928,-0.09725688397884369,0.5959994196891785
20250317-110955-CareerOptionProjectv3.1_0,1920000,107.12999725341797,3.4600000381469727,159.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,1940000,108.5,3.930000066757202,143.0,0.022595873102545738,0.14603237807750702,0.20000000298023224,-1.8503443002700806,0.6109184622764587,0.0003000000142492354,0.03455278277397156,0.010536281391978264,0.6017453670501709
20250317-110955-CareerOptionProjectv3.1_0,1960000,105.13999938964844,3.9800000190734863,138.0,0.024381855502724648,0.15339702367782593,0.20000000298023224,-1.8152532577514648,0.5623189806938171,0.0003000000142492354,0.21004752814769745,-0.0664106011390686,0.6237614154815674
20250317-110955-CareerOptionProjectv3.1_0,1980000,103.08999633789062,3.5199999809265137,134.0,0.02521633356809616,0.15215300023555756,0.20000000298023224,-1.7398048639297485,0.5487995147705078,0.0003000000142492354,0.17705859243869781,-0.07756455987691879,0.6274369955062866
20250317-110955-CareerOptionProjectv3.1_0,2000000,108.30999755859375,4.010000228881836,133.0,0.024313785135746002,0.14711053669452667,0.20000000298023224,-1.7431858777999878,0.6167137026786804,0.0003000000142492354,-0.14775781333446503,0.0029808401595801115,0.5960079431533813
20250317-110955-CareerOptionProjectv3.1_0,2020000,104.55999755859375,4.159999847412109,150.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,2040000,103.33000183105469,3.450000047683716,141.0,0.02358323335647583,0.14729298651218414,0.20000000298023224,-1.7075095176696777,0.5563879609107971,0.0003000000142492354,-0.1061665415763855,-0.09346695989370346,0.6713171005249023
20250317-110955-CareerOptionProjectv3.1_0,2060000,106.79000091552734,3.869999885559082,137.0,0.021483778953552246,0.13667728006839752,0.20000000298023224,-1.744728922843933,0.6133954524993896,0.0003000000142492354,0.07563140988349915,0.03893667832016945,0.6452855467796326
20250317-110955-CareerOptionProjectv3.1_0,2080000,103.47000122070312,3.869999885559082,134.0,0.022751513868570328,0.14530254900455475,0.20000000298023224,-1.7655000686645508,0.6148147583007812,0.0003000000142492354,0.10845835506916046,-0.04549291357398033,0.6413434147834778
20250317-110955-CareerOptionProjectv3.1_0,2100000,100.5999984741211,3.690000057220459,128.0,0.019671954214572906,0.14346139132976532,0.20000000298023224,-1.7553071975708008,0.5841517448425293,0.0003000000142492354,0.029321491718292236,-0.018447265028953552,0.652865469455719
20250317-110955-CareerOptionProjectv3.1_0,2120000,102.48999786376953,3.5199999809265137,151.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,2140000,111.45999908447266,4.320000171661377,139.0,0.027113385498523712,0.1520368903875351,0.20000000298023224,-1.68065345287323,0.6608744859695435,0.0003000000142492354,0.07765859365463257,0.03680073469877243,0.5910287499427795
20250317-110955-CareerOptionProjectv3.1_0,2160000,106.36000061035156,4.510000228881836,133.0,0.022992944344878197,0.13800424337387085,0.20000000298023224,-1.6535271406173706,0.6246788501739502,0.0003000000142492354,0.1486920267343521,-0.01456667110323906,0.6320009231567383
20250317-110955-CareerOptionProjectv3.1_0,2180000,108.9800033569336,4.03000020980835,134.0,0.022867193445563316,0.15819068253040314,0.20000000298023224,-1.7087945938110352,0.5172888040542603,0.0003000000142492354,0.14831501245498657,-0.10685484111309052,0.8044355511665344
20250317-110955-CareerOptionProjectv3.1_0,2200000,110.98999786376953,4.230000019073486,133.0,0.02235516533255577,0.12662553787231445,0.20000000298023224,-1.6706839799880981,0.6504113674163818,0.0003000000142492354,0.08683209121227264,0.024591602385044098,0.6627321839332581
20250317-110955-CareerOptionProjectv3.1_0,2220000,104.2300033569336,3.8399999141693115,151.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,2240000,102.88999938964844,3.940000057220459,137.0,0.028848661109805107,0.1519705355167389,0.20000000298023224,-1.6275960206985474,0.6476215124130249,0.0003000000142492354,0.023824796080589294,-0.005025827791541815,0.6427748203277588
20250317-110955-CareerOptionProjectv3.1_0,2260000,109.1500015258789,4.409999847412109,132.0,0.024248836562037468,0.1524515599012375,0.20000000298023224,-1.6014598608016968,0.5884883403778076,0.0003000000142492354,0.2255961149930954,-0.0043599726632237434,0.7314308285713196
20250317-110955-CareerOptionProjectv3.1_0,2280000,107.41000366210938,4.389999866485596,129.0,0.026773523539304733,0.1479233056306839,0.20000000298023224,-1.553708791732788,0.62723708152771,0.0003000000142492354,0.08261343836784363,-0.030376268550753593,0.6524114608764648
20250317-110955-CareerOptionProjectv3.1_0,2300000,108.7699966430664,3.4800000190734863,127.0,0.02900415100157261,0.1444234400987625,0.20000000298023224,-1.5260170698165894,0.5720347166061401,0.0003000000142492354,-0.2081744372844696,-0.06198816001415253,0.8047946691513062
20250317-110955-CareerOptionProjectv3.1_0,2320000,107.36000061035156,4.190000057220459,152.0,,,,,,,,,
20250317-110955-CareerOptionProjectv3.1_0,2340000,103.08000183105469,4.059999942779541,137.0,0.0326719768345356,0.17637008428573608,0.20000000298023224,-1.5888993740081787,0.5649962425231934,0.0003000000142492354,0.3181712329387665,-0.012501171790063381,0.8142998218536377
20250317-110955-CareerOptionProjectv3.1_0,2360000,101.33999633789062,3.7200000286102295,130.0,0.024288775399327278,0.142200767993927,0.20000000298023224,-1.5726966857910156,0.591957688331604,0.0003000000142492354,0.26538094878196716,-0.001260656863451004,0.8254887461662292
20250317-110955-CareerOptionProjectv3.1_0,2380000,104.91999816894531,3.6600000858306885,129.0,0.027460627257823944,0.14095674455165863,0.20000000298023224,-1.5348750352859497,0.5971415042877197,0.0003000000142492354,0.7053800225257874,0.08053506165742874,0.7467494606971741
